"","male","ageyears","recid"
"2896",1,48,0
"2897",1,26,0
"2898",1,19,1
"2899",1,26,1
"2900",1,34,0
"2901",1,41,0
"2902",1,24,0
"2903",1,58,0
"2904",1,28,0
"2905",1,42,0
"2906",1,30,0
"2907",1,50,0
"2908",1,25,0
"2909",1,27,1
"2910",1,31,0
"2911",1,57,0
"2912",1,19,0
"2913",0,24,0
"2914",1,34,0
"2915",0,29,0
"2916",1,33,0
"2917",1,17,1
"2918",1,35,0
"2919",1,19,0
"2920",1,20,0
"2921",1,18,1
"2922",1,35,0
"2923",1,35,0
"2924",1,38,0
"2925",1,24,0
"2926",1,22,0
"2927",1,38,0
"2928",1,49,0
"2929",1,43,1
"2930",1,30,1
"2931",1,44,0
"2932",1,23,0
"2933",1,24,1
"2934",1,17,1
"2935",1,26,0
"2936",1,22,0
"2937",1,32,0
"2938",1,22,0
"2939",1,38,0
"2940",1,31,0
"2941",1,42,0
"2942",1,34,0
"2943",1,24,1
"2944",1,34,0
"2945",1,18,1
"2946",1,22,0
"2947",1,22,0
"2948",1,33,0
"2949",0,26,1
"2950",1,23,1
"2951",1,35,1
"2952",1,53,0
"2953",0,22,0
"2954",1,19,0
"2955",1,26,0
"2956",1,22,1
"2957",1,27,1
"2958",1,45,0
"2959",1,26,0
"2960",1,17,0
"2961",1,32,0
"2962",1,38,1
"2963",1,20,1
"2964",1,29,1
"2965",1,27,0
"2966",0,28,0
"2967",1,22,0
"2968",1,50,0
"2969",1,35,1
"2970",1,24,0
"2971",1,28,0
"2972",1,35,1
"2973",1,52,1
"2974",1,25,0
"2975",1,28,0
"2976",1,31,0
"2977",1,19,1
"2978",1,26,1
"2979",1,24,1
"2980",1,28,0
"2981",1,52,1
"2982",1,35,0
"2983",1,58,0
"2984",1,26,0
"2985",1,30,1
"2986",0,27,1
"2987",1,30,1
"2988",1,24,0
"2989",1,22,0
"2990",1,22,1
"2991",1,30,1
"2992",1,21,1
"2993",1,21,1
"2994",1,18,0
"2995",1,32,0
"2996",1,19,0
"2997",1,40,0
"2998",1,26,1
"2999",1,31,1
"3000",1,25,0
"3001",1,19,0
"3002",1,34,1
"3003",0,50,0
"3004",1,25,1
"3005",1,19,1
"3006",1,24,0
"3007",1,64,0
"3008",1,48,1
"3009",1,20,1
"3010",1,29,0
"3011",1,42,0
"3012",1,29,1
"3013",1,42,0
"3014",1,31,1
"3015",1,25,0
"3016",1,31,0
"3017",1,33,0
"3018",1,24,0
"3019",1,36,0
"3020",1,21,0
"3021",1,23,0
"3022",1,25,0
"3023",1,19,0
"3024",1,26,1
"3025",1,24,1
"3026",1,41,0
"3027",1,28,0
"3028",1,35,1
"3029",1,40,1
"3030",1,20,0
"3031",1,34,0
"3032",1,40,0
"3033",1,26,1
"3034",1,18,0
"3035",1,35,0
"3036",0,74,0
"3037",1,46,0
"3038",1,32,0
"3039",1,19,0
"3040",1,23,1
"3041",1,35,0
"3042",1,25,0
"3043",1,24,1
"3044",1,23,0
"3045",1,50,0
"3046",1,20,0
"3047",0,33,1
"3048",1,18,1
"3049",0,28,1
"3050",1,23,0
"3051",1,17,0
"3052",1,30,1
"3053",1,37,0
"3054",1,48,0
"3055",1,21,0
"3056",1,30,1
"3057",1,22,1
"3058",1,21,1
"3059",1,25,0
"3060",0,17,0
"3061",1,21,1
"3062",1,21,0
"3063",1,21,1
"3064",1,29,0
"3065",1,66,0
"3066",1,26,0
"3067",1,19,1
"3068",1,28,1
"3069",1,29,0
"3070",1,22,0
"3071",1,19,0
"3072",1,20,1
"3073",1,40,1
"3074",1,20,1
"3075",1,34,0
"3076",1,36,0
"3077",1,20,1
"3078",1,42,0
"3079",1,22,0
"3080",1,22,0
"3081",1,30,0
"3082",1,20,0
"3083",1,28,1
"3084",1,19,0
"3085",1,23,1
"3086",1,19,1
"3087",1,50,0
"3088",1,38,0
"3089",1,23,1
"3090",1,29,0
"3091",1,51,0
"3092",1,25,0
"3093",1,20,1
"3094",1,20,0
"3095",1,34,0
"3096",1,31,0
"3097",1,24,1
"3098",1,22,0
"3099",1,23,0
"3100",1,25,0
"3101",1,53,1
"3102",1,39,1
"3103",1,19,1
"3104",1,22,1
"3105",1,26,1
"3106",1,22,1
"3107",1,28,1
"3108",1,18,1
"3109",1,66,1
"3110",1,25,0
"3111",1,51,0
"3112",0,23,0
"3113",1,27,0
"3114",1,21,1
"3115",1,29,0
"3116",1,28,0
"3117",1,27,0
"3118",0,30,0
"3119",1,58,0
"3120",1,25,0
"3121",0,25,0
"3122",1,25,0
"3123",1,20,0
"3124",1,21,1
"3125",1,22,1
"3126",1,23,0
"3127",1,36,0
"3128",1,34,1
"3129",1,21,0
"3130",1,54,0
"3131",1,32,0
"3132",1,29,0
"3133",1,28,0
"3134",1,53,0
"3135",1,24,1
"3136",1,17,1
"3137",1,61,0
"3138",1,20,1
"3139",1,24,1
"3140",1,42,0
"3141",1,22,0
"3142",1,36,0
"3143",1,44,1
"3144",1,32,0
"3145",1,20,0
"3146",0,24,1
"3147",1,31,0
"3148",0,27,1
"3149",1,25,1
"3150",1,26,0
"3151",1,23,0
"3152",1,52,1
"3153",1,38,0
"3154",1,34,0
"3155",1,32,0
"3156",1,48,0
"3157",1,38,1
"3158",1,27,0
"3159",0,26,0
"3160",1,51,0
"3161",1,21,0
"3162",1,22,1
"3163",1,42,0
"3164",1,21,0
"3165",1,30,0
"3166",1,21,0
"3167",1,18,0
"3168",0,31,0
"3169",1,34,0
"3170",1,18,1
"3171",1,20,1
"3172",1,23,1
"3173",1,26,0
"3174",1,17,0
"3175",1,26,0
"3176",1,22,0
"3177",1,28,0
"3178",1,43,0
"3179",1,25,0
"3180",0,27,0
"3181",1,35,0
"3182",1,33,0
"3183",1,20,0
"3184",1,26,1
"3185",1,24,0
"3186",1,17,1
"3187",1,25,1
"3188",1,24,1
"3189",1,22,1
"3190",1,18,0
"3191",1,33,1
"3192",1,36,0
"3193",1,27,0
"3194",1,45,0
"3195",0,32,0
"3196",1,23,1
"3197",1,29,1
"3198",1,47,0
"3199",1,17,0
"3200",1,26,0
"3201",1,43,0
"3202",1,20,0
"3203",1,38,0
"3204",1,32,0
"3205",1,22,1
"3206",1,19,0
"3207",1,24,1
"3208",1,27,1
"3209",1,22,1
"3210",1,19,1
"3211",1,27,1
"3212",1,19,0
"3213",1,25,1
"3214",1,32,0
"3215",1,24,0
"3216",1,57,1
"3217",1,18,1
"3218",1,32,0
"3219",1,40,1
"3220",1,63,0
"3221",1,32,0
"3222",1,23,1
"3223",1,20,0
"3224",1,23,0
"3225",1,60,1
"3226",1,21,0
"3227",1,30,0
"3228",1,40,1
"3229",1,32,0
"3230",1,18,1
"3231",1,46,0
"3232",1,21,0
"3233",0,35,0
"3234",1,41,0
"3235",1,48,0
"3236",1,38,0
"3237",1,22,1
"3238",1,28,0
"3239",1,18,1
"3240",1,22,0
"3241",1,56,0
"3242",1,48,0
"3243",1,20,0
"3244",1,16,1
"3245",1,54,0
"3246",1,30,1
"3247",1,49,1
"3248",0,19,1
"3249",1,34,0
"3250",1,22,0
"3251",1,32,1
"3252",1,34,1
"3253",1,19,0
"3254",1,30,0
"3255",1,21,0
"3256",1,22,0
"3257",1,39,1
"3258",1,34,0
"3259",1,18,0
"3260",1,19,0
"3261",1,18,1
"3262",1,31,0
"3263",1,31,0
"3264",1,54,0
"3265",0,36,0
"3266",1,17,1
"3267",0,29,1
"3268",1,26,0
"3269",1,31,0
"3270",1,19,0
"3271",1,25,0
"3272",1,19,0
"3273",1,26,1
"3274",1,22,0
"3275",1,23,1
"3276",0,22,0
"3277",1,63,0
"3278",1,22,0
"3279",1,19,1
"3280",0,23,0
"3281",1,31,0
"3282",1,30,0
"3283",1,39,0
"3284",1,18,0
"3285",1,29,0
"3286",0,30,1
"3287",0,20,0
"3288",1,22,0
"3289",1,28,0
"3290",1,31,0
"3291",1,22,0
"3292",1,19,0
"3293",1,19,0
"3294",1,25,1
"3295",1,34,0
"3296",1,22,1
"3297",1,24,0
"3298",1,27,0
"3299",1,28,0
"3300",1,30,0
"3301",1,17,0
"3302",1,39,0
"3303",1,22,1
"3304",0,42,1
"3305",1,20,0
"3306",1,32,0
"3307",1,25,0
"3308",1,58,0
"3309",1,32,1
"3310",1,31,1
"3311",1,20,0
"3312",1,20,1
"3313",1,17,1
"3314",1,24,1
"3315",1,19,0
"3316",1,26,1
"3317",1,50,1
"3318",1,24,0
"3319",0,36,0
"3320",1,19,0
"3321",1,20,1
"3322",1,24,0
"3323",0,44,0
"3324",1,19,1
"3325",0,32,0
"3326",1,20,1
"3327",1,30,0
"3328",1,18,1
"3329",1,41,0
"3330",1,23,0
"3331",1,55,1
"3332",1,29,0
"3333",0,19,0
"3334",1,41,0
"3335",1,22,0
"3336",1,32,1
"3337",1,36,0
"3338",1,58,0
"3339",1,22,1
"3340",1,23,0
"3341",1,20,0
"3342",1,57,0
"3343",1,26,1
"3344",1,28,0
"3345",1,24,0
"3346",1,21,1
"3347",1,37,1
"3348",0,36,0
"3349",1,19,1
"3350",1,32,0
"3351",1,28,1
"3352",1,23,0
"3353",1,28,0
"3354",1,22,0
"3355",1,17,0
"3356",1,18,1
"3357",1,23,0
"3358",1,34,0
"3359",1,39,1
"3360",0,20,1
"3361",1,22,0
"3362",1,34,0
"3363",1,19,1
"3364",1,21,0
"3365",1,29,0
"3366",1,23,1
"3367",1,55,0
"3368",1,37,0
"3369",1,28,0
"3370",1,30,0
"3371",1,45,0
"3372",1,20,1
"3373",1,36,0
"3374",1,28,0
"3375",0,22,0
"3376",1,20,1
"3377",1,18,0
"3378",1,31,0
"3379",1,21,1
"3380",1,32,1
"3381",1,40,0
"3382",1,32,1
"3383",1,22,0
"3384",1,22,0
"3385",1,32,0
"3386",1,27,0
"3387",1,21,0
"3388",1,31,0
"3389",1,48,1
"3390",1,31,0
"3391",1,34,0
"3392",1,27,0
"3393",1,20,1
"3394",1,56,0
"3395",1,25,1
"3396",1,55,0
"3397",0,19,0
"3398",1,18,1
"3399",1,29,1
"3400",1,39,0
"3401",1,37,0
"3402",1,53,1
"3403",1,20,0
"3404",1,24,1
"3405",1,53,0
"3406",1,31,0
"3407",1,30,0
"3408",1,18,1
"3409",1,34,0
"3410",1,27,1
"3411",1,35,0
"3412",1,19,1
"3413",1,56,0
"3414",1,21,0
"3415",0,19,0
"3416",1,37,0
"3417",1,46,0
"3418",1,25,0
"3419",1,19,1
"3420",1,24,1
"3421",0,21,0
"3422",1,29,0
"3423",1,20,0
"3424",1,19,1
"3425",1,18,1
"3426",1,39,0
"3427",1,33,0
"3428",1,20,0
"3429",1,22,0
"3430",1,64,1
"3431",1,42,0
"3432",1,19,1
"3433",1,18,0
"3434",0,58,0
"3435",1,27,1
"3436",1,21,0
"3437",1,22,1
"3438",1,17,0
"3439",1,41,0
"3440",1,34,0
"3441",1,25,1
"3442",1,22,0
"3443",1,32,0
"3444",1,30,0
"3445",1,21,0
"3446",1,30,1
"3447",1,36,0
"3448",1,18,1
"3449",1,19,1
"3450",1,33,0
"3451",1,36,0
"3452",1,32,0
"3453",1,19,0
"3454",1,22,0
"3455",1,43,0
"3456",1,20,0
"3457",1,45,0
"3458",1,42,0
"3459",1,38,0
"3460",1,21,0
"3461",1,28,0
"3462",1,32,1
"3463",1,23,1
"3464",1,22,0
"3465",1,26,0
"3466",1,22,0
"3467",1,29,1
"3468",1,29,0
"3469",1,49,0
"3470",1,21,0
"3471",1,21,1
"3472",1,36,0
"3473",1,22,1
"3474",0,23,0
"3475",1,34,1
"3476",1,27,0
"3477",1,65,0
"3478",1,18,1
"3479",1,21,1
"3480",1,22,0
"3481",1,21,1
"3482",1,28,1
"3483",1,24,0
"3484",1,24,0
"3485",1,49,0
"3486",1,28,0
"3487",1,24,1
"3488",1,20,0
"3489",1,21,1
"3490",1,23,0
"3491",1,43,1
"3492",0,17,0
"3493",1,62,0
"3494",1,19,0
"3495",1,25,1
"3496",0,44,0
"3497",1,45,0
"3498",1,22,0
"3499",1,19,1
"3500",1,20,0
"3501",1,26,0
"3502",1,22,1
"3503",1,19,0
"3504",1,38,1
"3505",1,50,0
"3506",1,28,0
"3507",0,44,1
"3508",1,18,0
"3509",1,21,1
"3510",1,23,1
"3511",1,18,1
"3512",1,28,0
"3513",1,23,0
"3514",1,19,0
"3515",1,27,0
"3516",1,43,0
"3517",1,27,1
"3518",1,32,0
"3519",1,26,0
"3520",1,52,0
"3521",1,18,1
"3522",1,22,0
"3523",1,20,0
"3524",1,32,0
"3525",1,17,1
"3526",1,28,0
"3527",1,28,0
"3528",1,32,1
"3529",1,21,1
"3530",1,32,0
"3531",1,34,0
"3532",1,44,0
"3533",1,32,0
"3534",1,29,1
"3535",0,24,0
"3536",1,24,0
"3537",1,28,0
"3538",1,37,0
"3539",1,43,0
"3540",1,26,0
"3541",1,26,0
"3542",1,29,0
"3543",1,36,0
"3544",1,23,0
"3545",1,19,0
"3546",1,52,1
"3547",1,36,0
"3548",1,17,0
"3549",1,38,1
"3550",1,18,0
"3551",1,27,1
"3552",1,18,1
"3553",1,30,0
"3554",1,39,1
"3555",0,20,0
"3556",0,38,1
"3557",1,37,0
"3558",1,26,0
"3559",1,23,0
"3560",1,23,1
"3561",1,23,0
"3562",1,33,0
"3563",1,31,0
"3564",1,17,0
"3565",0,32,1
"3566",1,24,0
"3567",1,21,0
"3568",1,34,0
"3569",1,20,1
"3570",1,49,0
"3571",1,26,1
"3572",1,40,0
"3573",1,41,0
"3574",1,24,1
"3575",1,23,0
"3576",1,37,0
"3577",1,26,1
"3578",1,34,1
"3579",1,27,0
"3580",0,26,0
"3581",1,37,0
"3582",1,24,0
"3583",1,65,0
"3584",0,20,0
"3585",1,26,0
"3586",1,26,0
"3587",1,19,0
"3588",1,18,1
"3589",1,26,0
"3590",1,20,0
"3591",1,23,0
"3592",1,41,1
"3593",1,32,0
"3594",1,17,0
"3595",1,26,0
"3596",1,23,0
"3597",1,24,0
"3598",1,31,0
"3599",1,18,0
"3600",1,27,0
"3601",1,22,1
"3602",1,35,0
"3603",1,32,1
"3604",1,20,0
"3605",1,18,0
"3606",1,29,0
"3607",1,39,0
"3608",1,32,0
"3609",1,40,0
"3610",0,31,0
"3611",1,21,0
"3612",1,18,1
"3613",1,24,0
"3614",1,23,1
"3615",1,28,1
"3616",1,41,0
"3617",1,42,1
"3618",1,18,0
"3619",1,26,0
"3620",1,24,0
"3621",1,23,0
"3622",1,23,1
"3623",1,28,0
"3624",1,21,0
"3625",1,30,0
"3626",1,36,0
"3627",0,37,0
"3628",1,46,0
"3629",0,19,0
"3630",1,18,1
"3631",1,33,0
"3632",1,38,0
"3633",0,21,1
"3634",1,26,1
"3635",1,39,0
"3636",1,26,0
"3637",1,31,1
"3638",1,25,0
"3639",1,42,1
"3640",1,48,1
"3641",1,33,0
"3642",1,32,1
"3643",1,24,1
"3644",1,22,0
"3645",1,46,0
"3646",1,27,1
"3647",1,25,0
"3648",1,22,1
"3649",1,32,1
"3650",1,20,0
"3651",1,51,1
"3652",1,30,0
"3653",1,19,0
"3654",1,28,1
"3655",1,33,1
"3656",1,24,0
"3657",1,41,1
"3658",1,20,0
"3659",1,23,1
"3660",1,23,0
"3661",1,22,0
"3662",1,20,0
"3663",0,20,1
"3664",1,33,0
"3665",1,30,1
"3666",1,32,1
"3667",1,25,0
"3668",1,23,0
"3669",1,26,0
"3670",1,18,1
"3671",1,28,0
"3672",1,27,0
"3673",1,22,0
"3674",1,44,0
"3675",1,39,0
"3676",1,22,1
"3677",1,42,0
"3678",0,28,1
"3679",1,17,1
"3680",1,29,1
"3681",1,19,1
"3682",1,26,0
"3683",1,34,0
"3684",1,64,0
"3685",1,18,1
"3686",1,23,1
"3687",1,23,0
"3688",1,24,0
"3689",1,22,1
"3690",1,19,0
"3691",1,39,0
"3692",1,18,0
"3693",1,31,0
"3694",1,31,1
"3695",1,24,0
"3696",1,30,0
"3697",1,45,0
"3698",1,17,0
"3699",1,24,1
"3700",1,31,1
"3701",1,22,0
"3702",1,20,0
"3703",1,45,0
"3704",1,22,0
"3705",1,24,0
"3706",1,43,0
"3707",0,27,1
"3708",1,36,0
"3709",1,20,0
"3710",1,31,0
"3711",1,34,1
"3712",1,44,0
"3713",1,34,0
"3714",1,23,0
"3715",1,40,1
"3716",1,46,1
"3717",1,27,0
"3718",1,45,0
"3719",1,32,0
"3720",1,41,0
"3721",1,45,0
"3722",1,29,0
"3723",1,25,0
"3724",1,18,1
"3725",1,49,0
"3726",1,19,1
"3727",1,26,0
"3728",1,29,0
"3729",1,18,0
"3730",1,22,0
"3731",1,37,0
"3732",0,26,0
"3733",0,26,1
"3734",1,43,1
"3735",1,52,1
"3736",1,35,1
"3737",1,35,0
"3738",0,23,1
"3739",1,20,0
"3740",1,22,0
"3741",1,37,1
"3742",1,36,0
"3743",1,21,1
"3744",1,36,0
"3745",1,69,1
"3746",1,18,1
"3747",1,23,0
"3748",1,28,0
"3749",1,20,0
"3750",1,26,1
"3751",1,65,0
"3752",1,39,1
"3753",1,54,0
"3754",1,44,1
"3755",1,27,1
"3756",1,31,0
"3757",1,25,0
"3758",1,21,1
"3759",0,17,0
"3760",1,28,1
"3761",1,38,0
"3762",1,24,0
"3763",1,18,0
"3764",1,18,1
"3765",1,20,0
"3766",1,25,1
"3767",1,42,1
"3768",1,49,0
"3769",0,23,1
"3770",1,33,0
"3771",1,44,0
"3772",0,41,0
"3773",1,22,1
"3774",1,21,1
"3775",1,19,0
"3776",1,19,1
"3777",1,25,0
"3778",1,24,0
"3779",1,25,0
"3780",1,53,0
"3781",1,58,0
"3782",0,20,0
"3783",1,34,0
"3784",1,26,0
"3785",1,32,0
"3786",0,25,0
"3787",1,18,1
"3788",1,19,0
"3789",1,21,1
"3790",1,24,0
"3791",1,24,1
"3792",1,28,1
"3793",1,47,0
"3794",1,43,1
"3795",1,39,0
"3796",1,30,0
"3797",1,19,1
"3798",1,25,0
"3799",1,34,0
"3800",1,25,0
"3801",0,23,0
"3802",1,30,1
"3803",1,21,1
"3804",1,18,0
"3805",1,18,0
"3806",1,34,0
"3807",1,18,1
"3808",0,32,0
"3809",1,29,0
"3810",1,17,0
"3811",1,27,1
"3812",1,28,0
"3813",1,18,0
"3814",1,38,1
"3815",1,21,0
"3816",1,22,0
"3817",1,54,1
"3818",1,52,1
"3819",1,18,0
"3820",1,18,0
"3821",1,21,0
"3822",1,19,0
"3823",0,35,0
"3824",1,26,1
"3825",1,47,0
"3826",1,49,1
"3827",1,43,0
"3828",1,52,0
"3829",1,28,0
"3830",1,31,0
"3831",1,24,1
"3832",1,42,0
"3833",1,25,0
"3834",1,23,0
"3835",1,26,1
"3836",1,24,1
"3837",1,38,1
"3838",1,34,0
"3839",1,30,1
"3840",1,26,0
"3841",1,22,1
"3842",1,19,0
"3843",1,17,1
"3844",1,18,1
"3845",1,19,0
"3846",1,31,0
"3847",1,28,0
"3848",0,39,1
"3849",1,19,0
"3850",1,18,0
"3851",1,25,0
"3852",1,25,0
"3853",1,32,0
"3854",1,30,1
"3855",1,37,0
"3856",1,23,0
"3857",1,38,0
"3858",1,35,0
"3859",1,24,0
"3860",0,28,0
"3861",1,46,1
"3862",1,26,0
"3863",1,44,0
"3864",1,18,0
"3865",1,41,0
"3866",1,22,1
"3867",1,26,1
"3868",1,25,0
"3869",1,26,0
"3870",1,42,0
"3871",1,26,0
"3872",1,17,1
"3873",1,17,0
"3874",1,20,0
"3875",1,32,1
"3876",1,32,0
"3877",0,29,0
"3878",1,45,1
"3879",1,33,0
"3880",1,21,0
"3881",1,39,1
"3882",1,38,0
"3883",1,56,0
"3884",1,18,0
"3885",1,26,1
"3886",1,20,0
"3887",1,18,1
"3888",1,19,0
"3889",1,24,1
"3890",1,17,0
"3891",1,20,1
"3892",1,46,0
"3893",1,48,0
"3894",1,30,0
"3895",1,26,0
"3896",1,33,1
"3897",1,29,0
"3898",1,26,1
"3899",1,21,1
"3900",0,19,0
"3901",1,20,0
"3902",1,24,0
"3903",1,23,0
"3904",1,24,1
"3905",1,28,0
"3906",1,18,1
"3907",1,26,1
"3908",1,31,0
"3909",0,36,1
"3910",1,27,1
"3911",1,25,1
"3912",1,27,1
"3913",1,30,0
"3914",1,22,1
"3915",1,25,0
"3916",1,36,0
"3917",0,32,1
"3918",1,18,0
"3919",1,35,1
"3920",1,45,0
"3921",1,32,1
"3922",1,56,0
"3923",0,24,0
"3924",1,27,0
"3925",1,25,1
"3926",1,77,0
"3927",1,29,0
"3928",1,24,0
"3929",1,34,0
"3930",1,22,0
"3931",1,34,0
"3932",1,22,0
"3933",1,18,1
"3934",1,21,0
"3935",1,23,1
"3936",1,28,0
"3937",1,27,0
"3938",1,20,0
"3939",1,34,0
"3940",1,19,0
"3941",1,28,0
"3942",1,18,0
"3943",1,18,1
"3944",1,21,1
"3945",1,18,1
"3946",0,18,0
"3947",1,26,0
"3948",1,30,0
"3949",1,37,1
"3950",1,35,0
"3951",1,34,1
"3952",1,50,0
"3953",1,28,1
"3954",1,23,0
"3955",1,18,0
"3956",0,26,0
"3957",1,20,0
"3958",1,28,0
"3959",1,20,0
"3960",1,59,0
"3961",1,17,0
"3962",1,30,1
"3963",1,21,1
"3964",1,53,0
"3965",1,26,0
"3966",1,36,0
"3967",1,70,0
"3968",1,34,1
"3969",0,25,1
"3970",1,23,1
"3971",1,24,0
"3972",1,40,0
"3973",1,20,0
"3974",1,19,0
"3975",1,32,0
"3976",1,45,1
"3977",1,21,1
"3978",1,42,1
"3979",1,36,0
"3980",1,35,0
"3981",1,26,1
"3982",1,18,0
"3983",1,27,0
"3984",1,24,1
"3985",1,45,1
"3986",1,21,0
"3987",1,36,0
"3988",1,19,1
"3989",1,35,0
"3990",0,25,1
"3991",1,33,0
"3992",1,24,1
"3993",1,26,0
"3994",1,25,1
"3995",1,33,0
"3996",1,28,1
"3997",0,28,1
"3998",1,47,0
"3999",1,22,1
"4000",1,30,0
"4001",1,20,1
"4002",1,38,1
"4003",1,24,0
"4004",1,36,0
"4005",1,39,0
"4006",1,29,0
"4007",1,22,0
"4008",1,40,0
"4009",1,36,0
"4010",1,17,0
"4011",1,22,1
"4012",1,21,1
"4013",1,22,1
"4014",1,28,0
"4015",1,38,1
"4016",1,17,0
"4017",1,37,1
"4018",1,26,0
"4019",1,17,0
"4020",1,28,1
"4021",1,32,0
"4022",0,30,1
"4023",1,18,1
"4024",1,46,0
"4025",1,22,0
"4026",1,25,0
"4027",1,49,1
"4028",1,19,0
"4029",1,24,0
"4030",1,22,1
"4031",1,33,1
"4032",1,20,0
"4033",1,28,1
"4034",1,32,0
"4035",1,48,0
"4036",1,28,1
"4037",1,21,0
"4038",1,29,0
"4039",1,25,0
"4040",1,25,0
"4041",1,22,1
"4042",1,18,1
"4043",1,19,1
"4044",1,54,0
"4045",1,32,0
"4046",1,42,0
"4047",1,20,1
"4048",1,51,1
"4049",1,28,0
"4050",1,34,1
"4051",1,34,0
"4052",1,37,0
"4053",1,48,0
"4054",1,25,0
"4055",1,30,0
"4056",1,18,1
"4057",1,21,1
"4058",1,22,0
"4059",1,27,0
"4060",1,30,0
"4061",1,48,0
"4062",1,22,1
"4063",1,60,1
"4064",1,60,0
"4065",1,25,0
"4066",1,30,1
"4067",1,35,1
"4068",1,18,1
"4069",0,30,1
"4070",1,22,1
"4071",1,19,0
"4072",1,22,1
"4073",1,44,1
"4074",1,27,1
"4075",1,66,0
"4076",1,26,0
"4077",1,23,0
"4078",1,39,1
"4079",1,22,0
"4080",0,31,1
"4081",1,39,0
"4082",1,18,1
"4083",1,30,1
"4084",1,55,0
"4085",1,53,0
"4086",1,21,1
"4087",1,26,0
"4088",1,28,0
"4089",0,42,0
"4090",1,28,0
"4091",1,57,0
"4092",1,31,0
"4093",1,26,0
"4094",1,31,0
"4095",1,18,1
"4096",1,22,0
"4097",1,25,1
"4098",1,23,1
"4099",1,30,0
"4100",1,17,0
"4101",1,24,1
"4102",1,40,0
"4103",1,26,0
"4104",1,18,0
"4105",1,19,1
"4106",1,19,0
"4107",1,39,0
"4108",1,30,1
"4109",1,46,1
"4110",0,50,0
"4111",1,24,1
"4112",1,27,0
"4113",1,18,0
"4114",0,21,0
"4115",1,23,0
"4116",1,34,0
"4117",1,20,0
"4118",1,21,0
"4119",1,16,1
"4120",1,23,0
"4121",1,47,0
"4122",1,38,0
"4123",1,24,1
"4124",1,42,0
"4125",1,25,0
"4126",1,18,1
"4127",1,20,0
"4128",1,25,0
"4129",1,24,0
"4130",1,34,0
"4131",1,18,0
"4132",1,27,0
"4133",1,18,0
"4134",1,23,0
"4135",1,38,0
"4136",1,43,1
"4137",1,27,0
"4138",1,21,0
"4139",1,20,1
"4140",1,41,1
"4141",1,28,0
"4142",1,35,0
"4143",1,28,0
"4144",1,22,0
"4145",1,28,0
"4146",1,36,0
"4147",1,33,0
"4148",1,33,0
"4149",1,25,0
"4150",1,28,0
"4151",1,38,1
"4152",1,20,0
"4153",1,19,0
"4154",1,20,1
"4155",1,22,0
"4156",1,46,1
"4157",1,23,0
"4158",1,32,0
"4159",1,25,1
"4160",1,32,0
"4161",1,23,0
"4162",1,60,0
"4163",1,37,0
"4164",1,18,0
"4165",1,24,0
"4166",1,19,0
"4167",1,37,0
"4168",1,34,0
"4169",1,19,0
"4170",1,20,0
"4171",1,19,1
"4172",1,18,1
"4173",1,37,1
"4174",0,23,0
"4175",1,18,1
"4176",1,35,1
"4177",1,24,1
"4178",1,48,0
"4179",1,21,1
"4180",1,33,0
"4181",1,24,1
"4182",1,45,1
"4183",1,28,0
"4184",1,17,1
"4185",1,25,0
"4186",1,23,1
"4187",0,19,1
"4188",1,20,0
"4189",1,29,0
"4190",1,20,1
"4191",1,38,0
"4192",1,25,0
"4193",1,26,1
"4194",1,52,1
"4195",1,29,1
"4196",1,23,0
"4197",0,25,0
"4198",1,22,1
"4199",1,33,0
"4200",1,48,1
"4201",1,20,0
"4202",1,36,0
"4203",1,29,1
"4204",1,19,0
"4205",1,19,0
"4206",1,51,0
"4207",1,17,0
"4208",1,22,1
"4209",1,55,0
"4210",1,20,0
"4211",1,43,1
"4212",1,20,1
"4213",1,25,1
"4214",1,32,0
"4215",1,53,1
"4216",1,36,0
"4217",1,36,0
"4218",1,23,0
"4219",1,68,0
"4220",1,45,1
"4221",1,20,1
"4222",1,24,0
"4223",1,26,0
"4224",1,40,1
"4225",1,28,0
"4226",1,26,0
"4227",1,18,0
"4228",1,20,0
"4229",1,21,0
"4230",1,28,1
"4231",1,35,0
"4232",1,20,1
"4233",1,31,0
"4234",0,30,0
"4235",1,19,0
"4236",1,24,0
"4237",1,41,0
"4238",1,21,1
"4239",1,29,0
"4240",1,41,1
"4241",1,18,1
"4242",1,20,0
"4243",1,21,1
"4244",1,22,0
"4245",1,20,1
"4246",1,43,0
"4247",0,18,0
"4248",1,46,1
"4249",1,45,0
"4250",1,37,0
"4251",1,21,0
"4252",1,21,0
"4253",0,21,0
"4254",1,17,0
"4255",1,22,1
"4256",1,42,1
"4257",1,37,0
"4258",1,32,0
"4259",1,21,0
"4260",1,19,1
"4261",1,40,1
"4262",1,18,1
"4263",1,31,0
"4264",1,28,0
"4265",1,23,1
"4266",1,24,0
"4267",1,28,0
"4268",1,58,0
"4269",1,23,0
"4270",1,27,1
"4271",1,17,1
"4272",1,20,0
"4273",1,17,0
"4274",1,43,0
"4275",1,20,0
"4276",1,27,0
"4277",1,22,0
"4278",1,26,0
"4279",1,24,0
"4280",1,17,1
"4281",0,22,0
"4282",0,18,0
"4283",1,34,1
"4284",1,26,1
"4285",0,23,0
"4286",1,19,1
"4287",0,27,1
"4288",0,24,0
"4289",0,24,0
"4290",0,39,0
"4291",1,23,0
"4292",1,22,1
"4293",1,27,0
